term,definition,POS,notes
verängstigt,"frightened, scared, anxious",adj,
veräppeln,"to kid someone, to have someone on",v,colloquial] 
veräppelt,past participle of veräppeln,v,
verärgern,"To annoy, anger; To antagonize",v/v, 
verärgert,"past participle of verärgern; upset, annoyed, angry",v/adj, rather formal] 
verästeln,to branch out; to ramify,v/v, 
verästelt,"past participle of verästeln; complex; branching, dendritic",v/adj/adj,  
veräußern,"to divest, to dispose of, to transfer the right to someone else (irrespective of the legal cause or motive)",v,
veröden,to sclerose; to become desolate/stultified,v/v,medicine]  figurative] 
veröffentlichen,to publish,v,
veröffentlicht,past participle of veröffentlichen; published,v/adj, 
verübeln,to resent,v,
verüben,"to commit, carry out, perpetrate",v,
vesikulär,vesicular,adj,
vestibulär,vestibular,adj,
vestimentär,vestimentary,adj,
veterinär,veterinary,adj,
vgl.,abbreviation of vergleiche or vergleichen,v,
viabel,viable,adj,
vibrationsarm,low-vibration (attributive),adj,
vibrationsdämpfend,vibration-damping,adj,
vibrationsfrei,vibrationless,adj,
vibrieren,to vibrate,v,
vibriert,past participle of vibrieren,v,
videoüberwacht,under video surveillance,adj,
viehisch,"beastly, inhuman; brutal; very strong, powerful",adj/adj/adj,pejorative]  pejorative]  
viel,"much, a lot; much, many; much, a lot",pron/adj/adv,  
vieldeutig,ambiguous; ambiguously,adj/adv, 
vieleckig,"polygonal, polygonic",adj,
vielerlei,In great number and of many types,adj,
vielerorts,in many places,adv,
vieles,"much, many things",pron,
vielfach,"multiple, manifold",adj,
vielfarbig,multicoloured,adj,
vielfarbiger,comparative of vielfarbig,adj,
vielfarbigsten,superlative of vielfarbig,adj,
vielflächig,polyhedral,adj,
vielfältig,manifold,adj,
vielgestaltig,"multiform, varied",adj,
vielleicht,"perhaps, maybe; frequently replaces bitte (please) in polite questions; expresses amazement or excitement, particularly at something negative",adv/adv/adv,  colloquial] 
vielmals,"very much, a lot; many times",adv/adv,"in combination with verbs of thanking, apologizing or greeting]  rare] "
vielmehr,rather; on the contrary,adv/conj, 
vielseitig,versatile,adj,
vielsprachig,multilingual,adj,
vielversprechend,promising,adj,
vielzellig,multicellular,adj,
vier,four (numerical value represented by the Arabic numeral 4; or describing a set with four elements),num,
vierarmig,four-armed,adj,
vierbeinig,four-legged,adj,
vierdimensional,four-dimensional,adj,
vierdte,obsolete spelling of vierte,ordinal num,
viereckig,"quadrilateral, having four corners",adj,
vierfach,"fourfold, quadruple",adj,
vierflächig,tetrahedral,adj,
vierfüßig,four-footed,adj,
viergliedrig,quadrinomial; four-membered,adj,
vierhundert,four hundred,num,
vierjährig,four-year (attributive); four-year-old,adj/adj, 
vierköpfig,four-headed; four people (attributive),adj/adj, 
viermal,four times; quadruply,adv/adv, 
vierminütig,four-minute (attributive),adj,
viermonatig,four-month (attributive),adj,
viermotorig,four-engine (attributive),adj,
vierprozentig,four-percent,adj,
vierschrötig,"burly, rough, coarse",adj,
viersilbig,tetrasyllabic,adj,
viersitzig,four-seat (attributive),adj,
viersprachig,tetralingual,adj,
vierstellig,four-digit,adj,
vierstrahlig,(of a jet plane) four-engine (attributive),adj,
vierstöckig,four-storey,adj,
vierstündig,four-hour,adj,
viert,only used in zu viert,particle,
vierte,fourth,ordinal num,
viertel,"three-quarters of an hour before, 45 minutes before [used with the number of the following hour]",prep,"DDR, Bavaria, Austria] "
vierteljährlich,quarterly,adj,
viertelstündig,quarter-hour,adj,
viertelstündlich,on the quarter-hour,adj,
viertens,fourthly,adv,
viertägig,four-day,adj,
viertürig,having four doors; four-door,adj,
vierundachtzig,eighty-four (84),num,
vierundachtzigste,eighty-fourth,ordinal num,
vierunddreissig,alternative spelling of vierunddreißig,num,
vierunddreißig,thirty-four (34),num,
vierunddreißigste,thirty-fourth,ordinal num,
vierundfünfzig,fifty-four (54),num,
vierundfünfzigste,fifty-fourth,ordinal num,
vierundneunzig,ninety-four (94),num,
vierundneunzigste,ninety-fourth,ordinal num,
vierundsechzig,sixty-four (64),num,
vierundsechzigste,sixty-fourth,ordinal num,
vierundsiebzig,seventy-four (74),num,
vierundsiebzigste,seventy-fourth,ordinal num,
vierundvierzig,forty-four,num,
vierundvierzigste,forty-fourth,ordinal num,
vierundzwanzig,twenty-four,num,
vierundzwanzigmal,twenty-four times,adv,
vierundzwanzigste,twenty-fourth,ordinal num,
vierundzwanzigstündig,twenty-four-hour,adj,
vierwertig,"quadrivalent, tetravalent",adj,
vierwöchig,four-week,adj,
vierzehn,fourteen,num,
vierzehnfach,fourteenfold,adj,
vierzehnhundert,fourteen hundred,num,
vierzehnjährig,fourteen-year-old,adj,
vierzehnmal,fourteen times,adv,
vierzehnstündig,fourteen-hour,adj,
vierzehnte,fourteenth,ordinal num,
vierzehntägig,lasting 14 days; lasting a fortnight,adj,
vierzehntäglich,fortnightly: occurring every 14 days,adj,
vierzehnwöchig,fourteen-week,adj,
vierzig,forty,num,
vierzigfach,fortyfold,adj,
vierzigprozentig,forty-percent,adj,
vierzigste,fortieth,ordinal num,
vietnamesisch,Vietnamese; of or pertaining to Vietnam or the Vietnamese language,adj,
vigilant,"cunning, smart, clever; watchful, alert, wary [Austria]",adj/adj,dated]  elevated] 
viktorianisch,Victorian,adj,
vincentisch,Vincentian (of or pertaining to Saint Vincent and the Grenadines),adj,
vinophil,wine-loving,adj,
violett,violet; purple; lilac (colour),adj,
viragiert,monochrome,adj,photography] 
viral,viral,adj,
virtualisieren,to virtualize,v,
virtuell,virtual (in effect; not fact),adj,
virtuos,virtuous,adj,
virulent,virulent,adj,medicine] 
vis-à-vis,vis-à-vis,prep,"literary, dated, outside, Switzerland] "
visafrei,visa-free,adj,
visionär,visionary,adj,
viskos,viscous; viscid,adj/adj, 
visuell,visual,adj,
visumfrei,visa-free,adj,
visumsfrei,alternative form of visumfrei,adj,
viszeral,visceral,adj,
vital,"lively; hale; vigorous; vital (necessary to, or characteristic of life)",adj/adj," rather rare, formal] "
vitalistisch,vitalistic,adj,
vivipar,viviparous,adj,
vize-,"vice, deputy",prefix,
vogelfrei,"outlawed, proscribed",adj,
vogtländisch,Of or from Vogtland or Vogtlandkreis,adj,
vokalisch,vocalic,adj,
volatil,volatile (evaporating or vaporizing readily under normal conditions); volatile; volatile,adj/adj/adj,chemistry]  computing]  figurative] 
volksdeutsch,being German but not residing in Germany; being (ethnically) German but not a citizen of Germany,adj/adj,historical]  historical] 
volkseigen,popular (of the people),adj,
volksetymologisch,folk-etymological,adj,
volksmässig,alternative spelling of volksmäßig,adj,
volksmäßig,to be in conformance with the people’s spirit,adj,
volkstümlich,"folksy; popular; folk, folklore",adj/adj/adj,"  art, etc.] "
voll,full; filled; full (not hungry anymore); drunk; fully; very; quite; really,adj/adj/adj/adv/adv," colloquial]  colloquial]   colloquial, chiefly among the younger] "
voll-,A prefix,prefix,
vollbracht,past participle of vollbringen,v,
vollbringen,to accomplish; to perform,v/v, 
vollbusig,busty,adj,
vollbürtig,sibling (attributive),adj,
vollenden,to complete,vt,
vollendet,"perfect, accomplished",adj,
vollends,"completely, entirely; especially, particularly",adv/adv, 
voller,comparative of voll; full of,adj/adv, 
vollführen,to perform,v,
vollfüllen,to fill up,v,
vollgeladen,past participle of vollladen,v,
volljährig,of age; of legal age,adj,
vollkommen,perfect (fitting its definition precisely); complete,adj/adj, 
vollkommener,comparative of vollkommen,adj,
vollkommensten,superlative of vollkommen,adj,
vollladen,To load up,v,
vollmachen,to fill [completely],v,
vollmundig,full-bodied,adj,
vollschlank,"plump, chubby",adj,
vollstopfen,to stuff something to the brim; to stuff oneself [with food],vt/vr, 
vollstrecken,"to execute, enforce; to execute",vt/vti,law]  sport] 
vollständig,"complete; entire; completely, fully",adj/adj/adv,also math]   
volltanken,to fill up [i.e. with gas],v,
volltrunken,completely drunk,adj,
vollumfänglich,complete,adj,"especially, Switzerland] "
vollziehen,"To fulfil; To administer; To implement, accomplish; To enforce",v/v/v/v,   
vollzählig,"(usually predicative) full, complete (with all members present)",adj,
volskisch,Volscian (related to the Volscian people or their language),adj,
voltaisch,voltaic,adj,
volumetrisch,volumetric,adj,chemistry] 
voluminös,voluminous; bulky,adj/adj, 
voluntaristisch,voluntaristic,adj,
voluptuös,voluptuous,adj,literary] 
vom,"from the, of the; about the (contraction of von + dem)",contraction,
vomieren,to vomit,v,
von,"from; of, belonging to (often replacing genitive; see usage note below); by (with passive voice); about, of (a topic); on, with (a resource)",prep/prep/prep/prep/prep,+ dative]  + dative]  + dative]  + dative]  + dative] 
voneinander,"from / of one another, from / of each other",adv,
vong,alternative form of von,prep,"+ dative, internet slang, jocular] "
vonnöten,"necessary, mandatory, essential, indispensable",adj,
vonstatten,only appears in vonstattengehen,adv,
vonstattengehen,"to take place; to proceed, advance",vi/vi,impersonal]  chiefly impersonal] 
vor,"before, prior to; ahead of, in front of; ago; because of",prep/prep/prep/prep,   
vor-,pre- (denotes primarily that something is before or in front of another thing or higher in a hierarchy),prefix,
vorab,"beforehand; first (to begin with, to start with)",adv/adv, 
voran,"forth, ahead, forwards; before",adv/adv, 
voran-,A prefix,prefix,
vorangehend,foregoing; preceding,adj/adj, 
vorankommen,to make progress; to progress,v/v, 
voranstellen,"to prepend, to prefix",v,
vorantreiben,"to advance, to promote, to push",vt,
vorarlbergerisch,Of or from Vorarlberg,adj,
vorarlbergisch,"Of, from or characteristic of Vorarlberg",adj,
voraus,"ahead, forward",adv,
voraus-,in advance,prefix,
vorausahnen,to anticipate,v,
vorausberechnen,to precalculate,v,
vorausberechnet,"past participle of vorausberechnen; predicted, foretold, anticipated",v/adj, 
vorausbezahlt,prepaid,adj,
vorauseilen,to hurry ahead; to run ahead of,vi/vt, 
vorausgeeilt,past participle of vorauseilen,v,
vorausgegangen,past participle of vorausgehen,v,
vorausgehen,"to precede, to go ahead",v,
vorausgehend,"preliminary, preceding, previous, prior",adj,
vorausgelaufen,past participle of vorauslaufen,v,
vorausgesagt,"past participle of voraussagen; predicted, foretold, forecast",v/adj, 
vorausgesetzt,past participle of voraussetzen,v,
voraushaben,to have something as an advantage,vt,
vorauslaufen,to run on ahead,vi,
voraussagen,to predict,v,
vorausschauend,"anticipatory; prescient, foresighted; predictive; provident",adj/adj/adj/adj,   
voraussehen,to foresee,v,
voraussetzen,to presuppose or assume; to require as a precondition,v/v, 
voraussichtlich,"expected, anticipated, prospected; presumably, probably",adj/adv, 
vorbehalten,To reserve; past participle of vorbehalten; reserved,v/v/adj,  
vorbehaltlich,"conditional, provisory",adj,
vorbehaltlos,"outright, unconditional, unrestricted",adj,
vorbehandeln,to pre-treat,vt,
vorbehältlich,alternative form of vorbehaltlich,adj,Switzerland] 
vorbei,"over, past, up; past (a place)",adj/prep, 
vorbei-,"by, past",prefix,
vorbeifahren,to drive by,v,
vorbeigehen,"to go past, go by; to pass",v/v, 
vorbeigeschaut,past participle of vorbeischauen,v,
vorbeikommen,to come over; to drop by,v,
vorbeischauen,to swing by,v,
vorbeiströmend,flowing / rushing (past),adj,
vorbereiten,"to prepare; to prepare, to get ready (auf for)",vt/vr, 
vorbesagt,foresaid,adj,
vorbestellen,to reserve (a book); to preorder,v,
vorbestimmen,to predetermine,v,
vorbestraft,previously convicted,adj,
vorbeten,to lead a prayer,v,religion] 
vorbeugen,To prevent; To obviate; To lean forward,v/v/v,  
vorbeugend,"preventive, precautionary, prophylactic",adj,
vorbeugt,past participle of vorbeugen,v,
vorbildhaft,exemplary,adj,
vorbildlich,exemplary,adj,
vorbringen,to say (in the sense of to allege or state something),vt,
vorchristlich,pre-Christian,adj,
vordenken,"to think ahead, to anticipate",vit,
vorder,"front, forward, leading",adj,
vorder-,fore-; forward,prefix/prefix, 
vorderasiatisch,near-eastern,adj,
vorderer,"front, fore",adj,attributive only] 
vordergründig,superficial,adj,
vordringen,To advance; To penetrate (make inroads),v/v, 
vordrängeln,"To push to the front, to line-jump",vr,
vordynastisch,predynastic,adj,
voreilig,heady; hasty; rash,adj/adj/adj,  
voreingenommen,prejudicial,adj,
voreinzelsprachlich,pertaining to (the time of) a proto-language (of a language family) prior to its division into individual languages,adj,
vorenthalten,to withhold; to retain,vt/vt, 
vorerst,"for now, for the time being",adv,
vorfahren,to drive up; to drive ahead,v/v, 
vorfallen,to happen,v,
vorfeldfähig,"preparable, preparatory",adj,
vorfinanzieren,"To prefinance, to finance in advance",v,
vorfinanziert,past participle of vorfinanzieren,v,
vorfinden,to find; discover,vt,
vorfordern,to summon,vt,law] 
vorformulieren,to preformulate,v,
vorfristig,"early, in advance",adj,
vorführen,"To show, demonstrate; To perform",v/v, 
vorgabenwirksam,effective,adj,
vorgaukeln,to delude,vt,
vorgeben,to pretend; to predefine,v/v, 
vorgebeugt,past participle of vorbeugen,v,
vorgeblich,ostensible; ostensibly,adj/adv, 
vorgedrungen,past participle of vordringen,v,
vorgedrängelt,past participle of vordrängeln,v,
vorgefahren,past participle of vorfahren,v,
vorgefasst,preconceived,adj,
vorgefertigt,prefabricated,adj,
vorgeführt,past participle of vorführen,v,
vorgegangen,past participle of vorgehen; previous; preceding,v/adj/adj,  
vorgehalten,past participle of vorhalten; held up,v/adj, 
vorgeheizt,past participle of vorheizen; preheated,v/adj, 
vorgehen,to proceed,v,
vorgeherrscht,past participle of vorherrschen,v,
vorgeladen,past participle of vorladen,v,
vorgelagert,foremost; upstream,adj,
vorgelaufen,past participle of vorlaufen,v,
vorgelegen,past participle of vorliegen,v,
vorgelegt,"past participle of vorlegen; submitted, presented, propounded",v/adj, 
vorgemacht,past participle of vormachen,v,
vorgenannt,aforementioned,adj,
vorgenommen,"undertaken, performed",adj,
vorgerückt,past participle of vorrücken,v,
