term,definition,POS,notes
probadura,"trial; tasting, sampling",f/f, 
probanza,"proof, evidence",f,
probar,"to prove; to test, to demonstrate; to taste; to try, to try out, to sample, to test out, to give a go, to have a go; to check out, to probe; to suit; to try out (for a team); to try on, see if it fits; to prove oneself; to be tested, to be proved, to be proven",v/v/v/v/v/v/v/vr/vr/vr,"       with clothes, etc.]   "
probarse,"reflexive of probar, to try on (clothing)",v,
probatorio,probative,adj,
probatura,test,f,
probeta,test tube,f,
probidad,probity,f,
probiótico,probiotic,adj,bacteriology] 
problema,"problem, issue, challenge, matter, concern, business, difficulty, snag (a difficulty or obstacle that has to be dealt with); trouble [singular or plural]; question, dilemma, conundrum; condition (illness); hot water [plural]",m/m/m/m/m,    
problematización,problematization,f,
problematizar,to make something problematic; to problematize,vt,
problemilla,diminutive of problema; a small problem,m,
problemita,"diminutive of problema, a small problem",m,
problemática,Group of problems of a certain science or topic,f,
problemático,"problematic, troublesome",adj,
problemón,augmentative of problema,m,
probo,"honest, upright",adj,formal] 
proboscidio,proboscidean (mamal of the order Proboscidea),m,
proboscídeo,proboscidean,m,
probóscide,proboscis,f,
procacidad,insolence; brazenness,f,
procapitalista,procapitalist; procapitalist,adj/mf, 
procarionte,prokaryote,m,
procariota,prokaryote,m,
procatedral,procathedral,f,
procaz,bold; shameless,adj/adj, 
procaína,procaine,f,
procedencia,origin; providence,f,
procedente,"arriving, coming",adj,
proceder,demeanor; to proceed; to move onwards; to come from,m/v/v/v,   with preposition de] 
procedibilidad,procedure,f,
procedimental,procedural,adj,
procedimiento,procedure; method; proceedings,m/m/m,  
proceloso,choppy; tempestuous (sea),adj,
procelárida,procellariid,f,
procelárido,procellariid,m,
procerato,group of national heroes; group of VIP's,m/m, 
proceroso,burly,adj,
procesabilidad,processability,f,
procesable,processable,adj,
procesado,"processed [of products, food, modified through manufacture]; accused",adj/adj, law] 
procesador,processor,m,
procesadora,processing plant,f,
procesal,processual,adj,
procesalista,procedural law expert,mf,
procesalmente,procedurally,adv,
procesamiento,processing,m,
procesar,to process; to prosecute,v/v, 
procesional,processional,adj,
procesionalmente,processionally,adv,
procesionar,to carry in a parade or procession,v,
procesionaria,processionary (moth),f,
procesión,"procession (act of progressing or proceeding); procession (group of people or things moving along in an orderly manner, especially religeous)",f/f, 
proceso,process; lawsuit; trial,m/m/m, legal]  legal] 
procesor,processor,m,
procesual,process,adj,
procio,protium,m,isotope] 
proclamación,proclamation,f,
proclamar,to proclaim,v,
proclive,"inclined, prone",adj,
proclividad,proclivity,f,
procompetitivo,procompetitive,adj,
procomunista,pro-Communist,adj,
procomún,common (resource accessible to all),m,
proconservador,pro-Conservative,adj,
proconsulado,proconsulate,m,
proconsular,proconsular,adj,
procrastinación,procrastination,f,
procrastinador,procrastinator,m,
procrastinar,to procrastinate,v,
procreación,procreation,f,
procrear,to procreate,v,
proctología,proctology,f,
proctorragia,proctorrhagia,f,medical] 
proctóloga,feminine noun of proctólogo,f,
proctólogo,proctologist,m,
procu,procuratorship,f,
procumbente,procumbent,adj,
procuración,obtention,f,
procurador,"procurator, attorney, agent; member of a regional parliament",m/m, Spain] 
procuradora,feminine noun of procurador,f,
procuraduría,procuratorship,f,
procurar,"to obtain, acquire; to try, attempt; to endeavor; to make sure, assure; to work as a procurator [attorney or agent]",v/v/v/v/v, catenative]    
procurarse,to secure,v,
procés,The process of Catalan independence,m,
procónsul,proconsul,m,
procústeo,procrustean,adj,
prodemocracia,prodemocracy,adj,
prodigalidad,"prodigiousness, richness",f,
prodigar,"to squander, waste, spend lavishly; to lavish",v/v, 
prodigio,A prodigy; an especially gifted or talented person,m,
prodigiosamente,prodigiously,adv,
prodigioso,prodigious,adj,
producción,production,f,
producible,producible,adj,
producido,produced,adj,
producir,to produce,v,
productivamente,productively,adv,
productividad,productivity (state of being productive),f,
productivista,productivist,mf,
productivo,"fruitful, productive",adj,
producto,"product, commodity, item; produce; proceeds; result (consequence); device (usually medical)",m/m/m/m/m,    
productor,producer,m,
productora,feminine noun of productor,f,
proelección,pro-choice,adj,
proemio,"preface, proemium",m,
proespañol,pro-Spanish,adj,
proestadounidense,pro-American; pro-USA,adj,
proetarra,ETA-friendly,adj,
proeuropeo,"pro-European, Europhilic",adj,
proeza,"prowess (bravery or courage, especially in battle); feat (heroic or extraordinary deed)",f/f, 
profana,feminine noun of profano,f,
profanación,profanation,f,
profanador,"profanatory, defiling; profaner, defiler, desecrater, desecrator",adj/m, 
profanadora,feminine noun of profanador,f,
profanar,to profane,vt,
profanidad,profanity,f,
profano,"profane; unholy (desecrating a holy place or thing); profane; secular (not relating to religion); inexperienced, amateur; amateur",adj/adj/adj/m,   
profase,prohase,f,
profe,"clipping of profesor, teacher",mf,colloquial] 
profecía,foresight; prophecy,f/f, 
profeminista,profeminist; profeminist,adj/mf, 
proferir,"to utter, let out (especially an insult, curse, sigh or exclamation); to proffer, propose",vt/vt, dated] 
profesar,to profess,vt,
profesional,professional; professional,adj/mf, 
profesionalidad,professionalism,f,
profesionalismo,professionalism,m,
profesionalización,professionalisation/professionalization,f,
profesionalizante,becoming professional,adj,
profesionalizar,to professionalize,v,
profesionalmente,professionally,adv,
profesionista,professional,mf,Mexico] 
profesión,profession; calling,f/f, 
profesor,teacher; professor,m/m,"especially, Spain]  "
profesora,"feminine noun of profesor, (female) teacher",f,
profesorado,"teaching team, teachers, teaching staff; teaching position",m/m, 
profesoral,teacher (attributive),adj,
profeta,prophet,m,
profetal,"prophetic, prophetical",m,
profetisa,prophetess,f,
profetismo,prophetism,m,
profetizar,to prophesy,v,
profibrinolisina,plasmin,f,organic compound] 
profilaxis,prophylaxis,f,
profiláctico,prophylactic; condom; prophylactic,adj/m/m,  
profugar,to go on the run; to flee as a fugitive,v,nonstandard] 
profundamente,"profoundly, deeply",adv,
profundar,synonym of profundizar,v,
profundidad,depth,f,
profundización,deepening (making more significant or profound),f,
profundizar,to deepen,v,
profundo,deep; profound,adj/adj, 
profundísimo,superlative of profundo,adj,
profusamente,profusely; widely,adv/adv, 
profusión,"profusion, abundance",f,
profuso,"profuse, rife",adj,
profármaco,prodrug,m,
proféticamente,prophetically,adv,
profético,prophetic,adj,
progenie,"descent, lineage",f,
progenitor,progenitor,m,
progenitora,feminine noun of progenitor,f,
progeria,progeria,f,
progesterona,progesterone,f,steroid hormone] 
progestina,progestin,f,
progestágeno,progestogen,m,
proglótide,proglottid,f,
prognatismo,prognathism,m,
progobierno,pro-government,adj,
programa,"programme, program; show, programme; program",m/m/m,  computing] 
programabilidad,programmability,f,
programable,programmable,adj,
programación,"programming, setting (action); programme, guide, schedule (TV, radio etc.)",f/f, 
programador,programmer (one who writes computer programs),m,
programadora,feminine noun of programador,f,
programar,to schedule; to program,vt/vt," computing, mathematics] "
programarse,reflexive of programar,v,
programáticamente,programmatically,adv,
programático,programming,adj,attributive] 
programón,augmentative of programa,m,
progre,"trendy, modern, progressive, liberal (one who advocates a certain course of action, of progressive political or social concern, with the naïve conviction of their own moral superiority.); liberal, permissive",adj/adj,"politics, slang, usually, pejorative]  "
progresar,to progress,v,
progreseño,Of or from El Progreso; Someone from El Progreso,adj/m, 
progresismo,progressivism,m,
progresista,"progressive, progressist, progressionist; progressive, progressist, progressionist (person)",adj/mf,politics]  politics] 
progresivamente,progressively,adv,
progresividad,progressiveness,f,
progresivo,progressive,adj,
progresión,progression,f,
progreso,progress,m,
progubermental,progovernment,adj,
progubernamental,pro-government,adj,
prohibicionismo,prohibitionism,m,
prohibicionista,prohibitionist; prohibitionist,adj/mf, 
prohibición,prohibition,f,
prohibido,forbidden,adj,
prohibir,"to forbid, prohibit, enjoin",vt,
prohibitivamente,prohibitively,adv,
prohibitivo,prohibitive,adj,
prohibitorio,prohibitory,adj,
prohijar,to adopt,vt,
prohombre,great or outstanding man,m,
proindependentista,pro-independentist,mf,
proindigenista,pro-indigenist; pro-indigenist,adj/mf, 
proinflamatorio,proinflammatory,adj,
proinmigrante,pro-immigrant,adj,
proiraní,pro-Iran,adj,
proisraelí,pro-Israel,adj,
prokurdo,pro-Kurd,adj,
prolaborista,Labour-supporting,adj,
prolactina,prolactin,f,hormone] 
prolactinemia,prolactinemia,f,pathology] 
prolapso,prolapsus; descent,m/m, 
prole,"progeny, offspring",f,
prolegómeno,prologue,m,
proletaria,proletarian; feminine noun of proletario,f,
proletariado,proletariat,m,
proletario,proletarian; proletarian,adj/m, 
proletarización,proletarianization,f,
proletarizar,to proletarianize,v,
proliferación,proliferation,f,
proliferante,proliferating,adj,
proliferar,to proliferate,vi,
proliferativo,proliferative,adj,
prolijamente,"carefully, thoroughly",adv,
prolijidad,prolixity; tediousness,f/f, 
prolijito,diminutive of prolijo,adj,
prolijo,"prolix, tedious, particular; overcareful; troublesome",adj/adj/adj,  
prolina,proline,f,amino acid] 
prologado,past participle of prologar,v,
prologal,prefatory,adj,
prologar,to preface,v,
prologuista,a writer of prologues,mf,
prolongación,prolongation,f,
prolongadamente,"prolongedly, for a long time",adv,
prolongado,"prolonged, protracted, extended; lengthy, time-consuming; long-term",adj/adj/adj,  
prolongadísimo,superlative of prolongado,adj,
prolongamiento,prolongation,m,
prolongar,"to prolong, drag out",v,
prolongarse,reflexive of prolongar,v,
proloquio,proposition,m,
prolífero,synonym of prolífico,adj,
prolíficamente,prolifically,adv,
prolífico,prolific,adj,
promaucae,Promaucae,adj,
promediar,to bisect; to determine the average,v/v, 
promedio,average,m,
promercado,market-friendly,adj,
promesa,promise,f,
promesante,member of a procession,mf,
promesar,to promise,v,Argentina] 
prometedor,promising,adj,
prometeico,Promethean,adj,
prometer,to promise,v,
prometida,fiancée (woman engaged to be married),f,
prometido,engaged; promised; fiance (man engaged to be married),adj/adj/m,  
prometio,promethium,m,
promielocito,promyelocyte,m,cytology] 
promielocítico,promyelocytic,adj,
prominencia,prominence,f,
prominente,prominent,adj,
prominentemente,prominently,adv,
promiscuamente,promiscuously,adv,
promiscuar,To eat meat and fish for the same meal during Lent,vi,Christianity] 
promiscuidad,promiscuity,f,
promiscuo,"mixed, ambiguous; promiscuous",adj/adj, 
promisión,promise,f,
promisor,promissory; promisor,adj/m, 
promisorio,promissory,adj,
promo,promo,f,
promocional,promotional,adj,
promocionalmente,promotionally,adv,
promocionar,"to promote, publicise",vt,
promoción,"promotion; advocacy; advancement, fostering, furthering, furtherance (i.e. improvement of conditions); class, year (specifically, a graduating class); promo, promotion (on television)",f/f/f/f/f,    
promontorio,"promontory, headland",m,
promotor,promoting; promoter,adj/m, 
promotora,female equivalent of promotor,f,
promovente,promoting,adj,
promover,"to promote, to pioneer, to advance, to foster, to further; to advocate for",v/v, 
promulgación,promulgation,f,
promulgador,"enactor, promulgator",m,law] 
promulgadora,feminine noun of promulgador,f,
promulgar,to promulgate,v,
pronación,pronation,f,
pronador,pronator,adj,
pronaos,pronaos,m,
pronazi,pro-Nazi,adj,
prono,prone (lying face downward),adj,
pronombre,a pronoun,m,
pronominal,pronominal,adj,
pronominalizar,to pronominalize,v,
pronosticador,forecaster,m,
pronosticar,"to forecast, prognosticate, foresee",v,
pronoto,pronotum,m,
prontamente,promptly,adv,
prontito,diminutive of pronto,adv,
prontitud,promptitude,f,
pronto,"prompt, on time; ready; soon, promptly, any time soon",adj/adj/adv,  
prontuariado,with a criminal record,adj,
prontuario,"handbook, manual; record; criminal record",m/m, legal] 
prontísimo,superlative of pronto,adj,
pronuclear,pronuclear,adj,
pronunciable,pronounceable,adj,
pronunciación,pronunciation; pronouncement,f/f, 
pronunciadamente,remarkedly; steeply,adv/adv, 
pronunciado,marked; notable; steep; sharp,adj/adj, 
pronunciador,pronouncer (something which pronounces),m,"often, figuratively] "
pronunciadora,feminine noun of pronunciador,f,
pronunciamento,pronunciamento,m,
pronunciamiento,"pronouncement, declaration; A military uprising or coup in Spain or the Spanish American republics, particularly in the 19th century, usually accompanied by a statement declaring the existing government null and void",m/m, by extension] 
pronunciar,to pronounce,v,
pronunciarse,reflexive of pronunciar,v,
pronóstico,"forecast, prognosis",m,
pronúcleo,pronucleus,m,
prooccidental,pro-western,adj,
prooxidante,prooxidant,m,
propagación,propagation,f,
propagador,propagator,m,
propagadora,feminine noun of propagador,f,
propaganda,propaganda; advertisement,f/f, 
propagandismo,propagandism,m,
propagandista,propagandist,mf,
propagandístico,propagandistic,adj,
propagar,to propagate,vt,
propagarse,reflexive of propagar,v,
propalar,to reveal or divulge,v,
propalestino,pro-Palestine,adj,
propano,propane,m,organic compound] 
propanona,propanone,f,organic chemistry] 
propasar,"to go too far, to get carried away",v,
propasarse,reflexive of propasar,v,
